files/gatekeeper-templates/betting-in-play-delay-controls-constrainttemplate.yaml,id=betting.in_play_delay_controls,filename=betting-in-play-delay-controls-constrainttemplate.yaml
files/gatekeeper-templates/betting-kyc-onboarding-constrainttemplate.yaml,id=betting.kyc_onboarding,filename=betting-kyc-onboarding-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-adm-it-constrainttemplate.yaml,id=betting.license_check_adm_it,filename=betting-license-check-adm-it-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-anj-fr-constrainttemplate.yaml,id=betting.license_check_anj_fr,filename=betting-license-check-anj-fr-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-dgoj-es-constrainttemplate.yaml,id=betting.license_check_dgoj_es,filename=betting-license-check-dgoj-es-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-ukgc-constrainttemplate.yaml,id=betting.license_check_ukgc,filename=betting-license-check-ukgc-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-us-co-division-constrainttemplate.yaml,id=betting.license_check_us_co_division,filename=betting-license-check-us-co-division-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-us-nj-dge-constrainttemplate.yaml,id=betting.license_check_us_nj_dge,filename=betting-license-check-us-nj-dge-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-us-nv-ngcb-constrainttemplate.yaml,id=betting.license_check_us_nv_ngcb,filename=betting-license-check-us-nv-ngcb-constrainttemplate.yaml
files/gatekeeper-templates/betting-license-check-us-pa-pgcb-constrainttemplate.yaml,id=betting.license_check_us_pa_pgcb,filename=betting-license-check-us-pa-pgcb-constrainttemplate.yaml
files/gatekeeper-templates/betting-market-restrictions-youth-constrainttemplate.yaml,id=betting.market_restrictions_youth,filename=betting-market-restrictions-youth-constrainttemplate.yaml
files/gatekeeper-templates/betting-match-fixing-monitoring-constrainttemplate.yaml,id=betting.match_fixing_monitoring,filename=betting-match-fixing-monitoring-constrainttemplate.yaml
files/gatekeeper-templates/betting-no-bets-by-participants-constrainttemplate.yaml,id=betting.no_bets_by_participants,filename=betting-no-bets-by-participants-constrainttemplate.yaml
files/gatekeeper-templates/betting-official-data-only-constrainttemplate.yaml,id=betting.official_data_only,filename=betting-official-data-only-constrainttemplate.yaml
files/gatekeeper-templates/betting-self-exclusion-uk-gamstop-constrainttemplate.yaml,id=betting.self_exclusion_uk_gamstop,filename=betting-self-exclusion-uk-gamstop-constrainttemplate.yaml
files/gatekeeper-templates/betting-source-of-funds-thresholds-constrainttemplate.yaml,id=betting.source_of_funds_thresholds,filename=betting-source-of-funds-thresholds-constrainttemplate.yaml
files/gatekeeper-templates/betting-suspicious-betting-reporting-uk-constrainttemplate.yaml,id=betting.suspicious_betting_reporting_uk,filename=betting-suspicious-betting-reporting-uk-constrainttemplate.yaml
files/gatekeeper-templates/betting-txn-monitoring-anomalies-constrainttemplate.yaml,id=betting.txn_monitoring_anomalies,filename=betting-txn-monitoring-anomalies-constrainttemplate.yaml
files/gatekeeper-templates/limit-capabilities.yaml,id=limit.capabilities.template,filename=limit-capabilities.yaml
files/gatekeeper-templates/no-run-as-root.yaml,id=no.run.as.root.template,filename=no-run-as-root.yaml
files/gatekeeper-templates/require-imagepullpolicy-always.yaml,id=require.imagepullpolicy.always.template,filename=require-imagepullpolicy-always.yaml
